V1,V2,V3,V4,V5,V6,V7,Class
0,5,0,1,5,6.995,27.63,9
3,0,37,9,0,17.14,41.94,4
3,0,24,9,0,17.14,41.94,4
3,0,37,9,27,17.14,41.94,4
3,0,42,9,0,17.14,41.94,4
0,5,0,1,24,6.995,27.63,9
3,0,7,9,1,17.14,41.94,4
0,5,0,1,20,6.995,27.63,9
3,0,36,9,35,17.14,41.94,4
3,0,15,9,28,17.14,41.94,4
4,0,6,0,32,21.310000000000002,45.235,1
2,0,12,20,23,6.995,31.717000000000002,8
3,0,23,9,6,17.14,41.94,4
0,5,0,1,20,6.995,27.63,9
3,0,21,9,16,17.14,41.94,4
2,0,9,20,43,6.995,31.717000000000002,8
3,0,30,9,20,17.14,41.94,4
2,0,20,20,27,6.995,31.717000000000002,8
3,0,9,9,30,18.55,41.94,4
3,0,24,9,18,18.55,41.94,4
0,5,0,1,26,6.995,27.63,9
3,0,27,9,36,18.55,41.94,4
3,0,15,9,31,18.55,41.94,4
3,0,7,9,19,18.55,41.94,4
3,0,23,9,31,18.55,41.94,4
2,0,11,20,26,6.995,31.717000000000002,8
3,0,24,9,13,18.55,41.94,4
3,0,30,9,26,18.55,41.94,4
0,6,0,1,33,6.995,27.63,9
0,6,0,1,37,6.995,27.63,9
0,6,0,1,34,6.995,27.63,9
2,0,25,20,7,6.995,31.717000000000002,8
3,0,13,9,41,17.14,36.45,5
2,0,22,21,8,6.995,31.717000000000002,8
3,0,40,9,17,17.14,36.45,5
0,6,0,1,18,6.995,27.63,9
3,0,33,9,20,17.14,36.45,5
3,0,49,9,14,17.14,36.45,5
3,0,26,9,13,17.14,36.45,5
2,0,47,21,6,6.995,31.717000000000002,8
3,0,8,9,34,17.14,36.45,5
3,0,19,9,17,17.14,36.45,5
3,0,16,9,26,17.14,36.45,5
3,0,16,9,12,17.14,36.45,5
3,0,17,9,44,17.14,36.45,5
1,5,28,9,31,6.995,31.717000000000002,8
6,0,43,0,13,21.310000000000002,45.235,1
3,1,7,9,22,17.14,36.45,5
4,0,6,0,10,21.310000000000002,45.235,1
4,0,45,0,33,21.310000000000002,45.235,1
7,0,59,1,41,17.14,48.96,3
3,1,16,9,18,17.14,36.45,5
0,6,0,1,9,6.995,27.63,9
3,1,24,9,12,17.14,36.45,5
0,7,0,1,21,6.995,27.63,9
0,7,0,1,14,6.995,27.63,9
0,7,0,1,57,6.995,27.63,9
2,0,5,21,20,7.67,31.717000000000002,8
3,1,15,9,23,17.14,36.45,5
0,7,0,1,14,6.995,27.63,9
3,1,27,9,2,17.14,36.45,5
0,7,0,1,35,6.995,27.63,9
3,1,15,9,1,17.14,36.45,5
3,1,27,9,11,17.14,36.45,5
3,1,15,9,20,17.14,36.45,5
3,1,17,9,26,17.14,36.45,5
3,1,21,9,0,17.14,36.45,5
4,0,6,0,32,21.310000000000002,45.235,1
3,1,29,9,1,17.14,36.45,5
3,1,13,9,22,17.14,36.45,5
2,0,12,21,37,7.67,31.717000000000002,8
0,7,0,1,7,6.995,27.63,9
3,1,21,9,34,17.14,36.45,5
0,7,0,1,33,6.995,27.63,9
3,1,8,9,22,17.14,37.875,5
2,0,28,21,27,7.67,31.717000000000002,8
3,1,37,9,5,17.14,37.875,5
3,1,8,9,23,17.14,37.875,5
0,7,0,1,21,6.995,27.63,9
0,7,0,1,12,6.995,27.63,9
0,7,0,1,35,6.995,27.63,9
3,1,40,9,31,17.14,37.875,5
2,0,11,21,41,7.67,31.717000000000002,8
3,1,10,10,24,17.14,37.875,5
0,7,0,1,4,6.995,27.63,9
0,7,0,1,41,6.995,27.63,9
3,1,35,10,19,19.86,37.875,5
2,0,18,21,13,7.67,31.717000000000002,8
3,1,21,10,20,19.86,37.875,5
0,7,0,1,35,6.995,27.63,9
0,7,0,1,6,6.995,29.652,9
0,7,0,1,33,6.995,29.652,9
3,1,24,10,37,19.86,37.875,5
3,1,48,10,41,19.86,37.875,5
3,1,17,10,9,19.86,37.875,5
0,7,0,1,32,6.995,29.652,9
3,1,30,10,21,19.86,37.875,5
0,7,0,1,13,7.67,29.652,9
3,1,30,10,29,19.86,37.875,5
0,7,0,1,40,7.67,29.652,9
3,1,24,10,11,19.86,37.875,5
0,7,0,1,18,7.67,29.652,9
2,0,22,21,33,7.67,31.717000000000002,8
6,0,43,0,26,21.310000000000002,45.235,1
3,1,7,10,17,19.86,37.875,5
3,1,8,10,9,19.86,37.875,5
3,1,23,10,38,19.86,37.875,5
2,0,22,21,17,7.67,31.717000000000002,8
3,1,30,10,8,19.86,37.875,5
3,1,13,10,11,19.86,37.875,5
1,5,39,9,22,7.67,31.717000000000002,8
3,1,48,10,10,19.86,37.875,5
0,8,0,1,12,7.67,29.652,9
0,8,0,1,11,7.67,29.652,9
0,8,0,2,7,7.67,29.652,9
0,8,0,2,0,7.67,29.652,9
0,8,0,2,30,7.67,29.652,9
0,8,0,2,12,7.67,29.652,9
1,5,34,9,8,7.67,31.717000000000002,8
3,1,11,10,40,19.86,37.875,5
2,0,18,21,6,7.67,31.717000000000002,8
2,0,12,21,24,7.67,31.717000000000002,8
0,8,0,2,11,7.67,29.652,9
0,8,0,2,33,7.67,29.652,9
4,0,6,0,35,21.310000000000002,45.235,1
3,1,30,10,30,19.86,37.875,5
2,0,28,21,28,7.67,31.717000000000002,8
3,1,19,10,20,19.86,37.875,5
3,1,30,10,21,19.86,37.875,5
0,8,0,2,9,7.67,29.652,9
3,1,40,10,37,19.86,37.875,5
0,8,0,2,9,7.67,29.652,9
3,1,14,10,29,19.86,37.875,5
0,8,0,2,30,7.67,29.652,9
3,1,16,10,6,19.86,37.875,5
3,1,11,10,25,19.86,37.875,5
4,0,6,0,20,21.310000000000002,45.235,1
2,0,12,21,52,7.67,31.717000000000002,8
4,0,31,0,41,21.310000000000002,45.235,1
0,8,0,2,11,7.67,29.652,9
3,1,13,10,25,19.86,37.875,5
2,0,28,21,9,7.67,31.717000000000002,8
0,8,0,2,44,7.67,29.652,9
2,0,38,21,27,7.67,31.717000000000002,8
3,1,8,10,24,19.86,37.875,5
0,10,0,2,20,7.67,29.652,9
2,0,20,21,26,7.67,31.717000000000002,8
0,10,0,2,17,7.67,29.652,9
0,10,0,2,-2,7.67,29.652,9
3,1,23,10,42,19.86,37.875,5
2,0,12,21,6,7.67,31.717000000000002,8
3,1,14,11,2,19.86,37.875,5
3,1,33,11,7,19.86,37.875,5
5,0,46,0,11,21.310000000000002,45.235,1
3,1,53,11,16,19.86,37.875,5
3,1,37,11,12,19.86,37.875,5
3,1,13,11,44,19.86,37.875,5
3,1,16,11,18,19.86,37.875,5
2,0,54,21,0,7.67,33.370000000000005,8
3,1,24,11,33,19.86,37.875,5
3,1,19,11,13,19.86,37.875,5
4,0,31,0,1,21.310000000000002,45.235,1
0,10,0,2,10,7.67,29.652,9
3,1,26,11,16,19.86,37.875,5
3,1,17,11,10,19.86,37.875,5
3,1,15,11,24,19.86,37.875,5
2,0,20,21,6,7.67,33.370000000000005,8
2,0,20,21,24,7.67,33.370000000000005,8
2,0,12,21,26,7.67,33.370000000000005,8
3,1,24,11,35,19.86,37.875,5
3,1,7,11,26,19.86,37.875,5
0,10,0,2,31,7.67,29.652,9
3,1,10,11,20,19.86,37.875,5
2,0,12,21,12,7.67,33.370000000000005,8
3,1,10,11,47,19.86,39.315,5
0,10,0,2,52,7.67,29.652,9
3,1,16,11,20,19.86,39.315,5
0,10,0,2,27,7.67,29.652,9
3,1,33,11,33,19.86,39.315,5
3,1,40,11,8,19.86,39.315,5
0,10,0,2,38,7.67,29.652,9
2,0,39,21,37,7.67,33.370000000000005,8
3,1,15,11,8,19.86,39.315,5
3,1,13,11,35,19.86,39.315,5
0,10,0,2,30,7.67,29.652,9
0,10,0,2,15,7.67,29.652,9
2,0,22,21,35,7.67,33.370000000000005,8
4,0,45,0,43,21.310000000000002,45.235,1
3,1,11,11,2,19.86,39.315,5
3,1,13,11,24,19.86,39.315,5
2,0,20,21,6,7.67,33.370000000000005,8
2,0,20,21,46,7.67,33.370000000000005,8
2,0,39,21,31,7.67,33.370000000000005,8
3,1,27,11,40,19.86,39.315,5
4,0,7,0,34,21.310000000000002,45.235,1
0,10,0,2,16,7.67,29.652,9
0,10,0,2,24,7.67,29.652,9
3,1,13,11,44,19.86,39.315,5
5,0,46,0,9,21.310000000000002,45.235,1
0,10,0,2,33,7.67,29.652,9
0,10,0,2,39,7.67,29.652,9
3,1,23,11,48,19.86,39.315,5
0,10,0,2,38,7.67,29.652,9
3,1,19,11,26,19.86,39.315,5
0,11,0,2,35,7.67,29.652,9
0,11,0,2,27,7.67,29.652,9
0,12,0,2,27,7.67,29.652,9
3,1,29,11,40,19.86,39.315,5
0,12,0,2,2,7.67,29.652,9
0,12,0,2,34,7.67,29.652,9
2,0,18,21,8,7.67,33.370000000000005,8
0,12,0,2,10,7.67,29.652,9
0,12,0,2,26,7.67,29.652,9
3,1,19,11,31,19.86,39.315,5
0,12,0,2,32,7.67,29.652,9
0,12,0,2,20,8.530000000000001,29.652,9
0,12,0,2,5,8.530000000000001,29.652,9
3,1,9,11,0,19.86,39.315,5
3,1,11,11,22,19.86,39.315,5
2,0,25,21,22,7.67,33.370000000000005,8
0,12,0,2,7,8.530000000000001,29.652,9
4,0,8,0,18,21.310000000000002,45.235,1
0,12,0,2,5,8.530000000000001,29.652,9
2,0,18,21,4,7.67,33.370000000000005,8
3,1,27,11,32,19.86,39.315,5
3,1,37,11,14,19.86,39.315,5
3,2,14,11,41,19.86,39.315,5
2,0,47,21,8,7.67,33.370000000000005,8
0,12,0,2,24,8.530000000000001,29.652,9
3,2,16,12,32,19.86,39.315,5
0,12,0,2,20,8.530000000000001,29.652,9
3,2,37,12,35,19.86,39.315,5
3,2,14,12,13,19.86,39.315,5
3,2,10,12,17,19.86,39.315,5
2,0,28,21,14,7.67,33.370000000000005,8
4,0,31,0,19,21.310000000000002,45.235,1
3,2,13,12,21,19.86,40.67,5
2,0,22,21,6,7.67,33.370000000000005,8
3,2,16,12,21,19.86,40.67,5
2,0,28,21,10,7.67,33.370000000000005,8
2,0,25,21,32,7.67,33.370000000000005,8
2,0,12,21,17,7.67,33.370000000000005,8
0,12,0,2,12,8.530000000000001,29.652,9
3,2,21,12,47,19.86,40.67,5
2,0,5,21,15,7.67,33.370000000000005,8
0,12,0,2,10,8.530000000000001,29.652,9
2,0,28,21,25,7.67,33.370000000000005,8
3,2,36,12,52,19.86,40.67,5
2,0,20,21,32,7.67,33.370000000000005,8
0,12,0,2,15,8.530000000000001,29.652,9
0,12,0,2,6,8.530000000000001,29.652,9
3,2,11,12,32,19.86,40.67,5
0,12,0,2,32,8.530000000000001,29.652,9
0,12,0,2,8,8.530000000000001,29.652,9
3,2,17,12,12,19.86,40.67,5
3,2,23,12,28,19.86,40.67,5
3,2,37,12,21,19.86,40.67,5
2,0,12,21,26,7.67,33.370000000000005,8
2,0,25,21,20,8.530000000000001,29.652,9
2,0,18,21,6,8.530000000000001,29.652,9
7,0,59,1,10,17.14,48.96,3
3,2,14,12,22,19.86,40.67,5
2,1,25,21,1,8.530000000000001,29.652,9
3,2,19,12,24,19.86,40.67,5
0,13,0,2,19,8.530000000000001,29.652,9
3,2,19,12,34,19.86,40.67,5
2,1,18,21,32,8.530000000000001,29.652,9
0,13,0,2,20,8.530000000000001,29.652,9
3,2,9,12,31,19.86,40.67,5
0,13,0,2,24,8.530000000000001,29.652,9
2,1,25,21,15,8.530000000000001,31.717000000000002,9
0,13,0,2,9,8.530000000000001,31.717000000000002,9
4,0,29,0,11,21.310000000000002,45.235,1
2,1,22,21,52,8.530000000000001,31.717000000000002,9
3,2,9,12,8,21.310000000000002,40.67,5
3,2,32,12,24,21.310000000000002,40.67,5
3,2,36,12,0,21.310000000000002,40.67,5
0,13,0,2,53,8.530000000000001,31.717000000000002,9
3,2,48,12,24,21.310000000000002,40.67,5
3,2,15,12,19,21.310000000000002,40.67,5
2,1,18,21,33,8.530000000000001,31.717000000000002,9
3,2,11,12,39,21.310000000000002,40.67,5
3,2,33,12,17,23.0,40.67,5
3,2,35,12,6,23.0,40.67,5
0,13,0,2,38,8.530000000000001,31.717000000000002,9
0,13,0,2,27,8.530000000000001,31.717000000000002,9
3,2,42,12,16,23.0,40.67,5
3,2,9,12,2,23.0,40.67,5
3,2,53,12,42,23.0,40.67,5
0,13,0,2,15,8.530000000000001,31.717000000000002,9
3,2,9,12,30,23.0,40.67,5
2,1,20,21,31,8.530000000000001,31.717000000000002,9
3,2,14,12,34,23.0,40.67,5
3,2,32,12,22,23.0,40.67,5
3,2,11,12,15,23.0,40.67,5
0,13,0,2,10,8.530000000000001,31.717000000000002,9
2,1,12,21,26,8.530000000000001,31.717000000000002,9
2,1,22,21,6,8.530000000000001,31.717000000000002,9
2,1,20,21,29,9.5,31.717000000000002,9
3,2,40,12,20,23.0,40.67,5
0,14,0,2,10,9.5,31.717000000000002,9
4,0,8,0,26,21.310000000000002,45.235,1
3,2,13,12,0,23.0,40.67,5
0,14,0,2,30,9.5,31.717000000000002,9
0,14,0,2,15,9.5,31.717000000000002,9
2,1,22,21,24,9.5,31.717000000000002,9
3,2,40,12,13,23.0,40.67,5
2,1,12,21,27,9.5,31.717000000000002,9
2,1,28,21,15,9.5,31.717000000000002,9
2,1,54,22,9,9.5,31.717000000000002,9
3,2,17,12,22,23.0,40.67,5
4,0,7,0,40,21.310000000000002,45.235,1
3,2,48,12,20,23.0,40.67,5
4,0,29,0,1,21.310000000000002,45.235,1
2,1,28,22,2,9.5,31.717000000000002,9
0,14,0,2,0,9.5,31.717000000000002,9
3,2,11,12,18,23.0,40.67,5
3,2,23,12,14,23.0,40.67,5
4,0,6,0,30,21.310000000000002,45.235,1
3,2,24,12,23,23.0,40.67,5
0,14,0,2,-2,9.5,31.717000000000002,9
3,2,14,12,11,23.0,40.67,5
0,14,0,2,9,9.5,31.717000000000002,9
4,0,6,0,57,21.310000000000002,45.235,1
0,14,0,2,11,9.5,31.717000000000002,9
0,14,0,2,43,9.5,31.717000000000002,9
0,14,0,2,26,9.5,31.717000000000002,9
3,2,27,13,36,23.0,40.67,5
0,14,0,2,8,9.5,31.717000000000002,9
0,14,0,2,8,9.5,31.717000000000002,9
0,14,0,2,10,9.5,31.717000000000002,9
0,14,0,2,33,9.5,33.370000000000005,9
3,2,26,13,18,23.0,40.67,5
3,2,32,13,41,23.0,40.67,5
0,14,0,2,20,9.5,33.370000000000005,9
0,14,0,2,19,9.5,33.370000000000005,9
3,2,15,13,0,23.0,40.67,5
3,2,30,13,23,23.0,41.94,5
3,2,37,13,41,23.0,41.94,5
3,2,53,13,0,23.0,41.94,5
3,2,24,13,19,23.0,41.94,5
4,0,48,0,32,21.310000000000002,45.235,1
0,14,0,2,27,9.5,33.370000000000005,9
3,2,36,13,11,18.55,41.94,6
2,1,28,22,24,9.5,33.370000000000005,9
2,1,12,22,17,10.5,33.370000000000005,9
3,2,15,13,26,18.55,41.94,6
3,2,14,13,10,18.55,41.94,6
3,2,9,13,14,18.55,41.94,6
3,2,17,13,-2,18.55,41.94,6
3,2,27,13,37,18.55,41.94,6
3,2,25,13,0,18.55,41.94,6
3,2,15,13,16,18.55,41.94,6
0,14,0,2,46,10.5,33.370000000000005,9
2,1,38,22,34,10.5,33.370000000000005,9
4,0,48,0,20,21.310000000000002,45.235,1
0,14,0,2,26,10.5,33.370000000000005,9
4,0,8,0,31,21.310000000000002,45.235,1
2,1,22,22,35,10.5,33.370000000000005,9
3,2,21,13,10,18.55,41.94,6
3,2,22,13,25,18.55,41.94,6
4,0,8,0,22,21.310000000000002,45.235,1
3,2,11,13,31,18.55,41.94,6
3,2,16,13,29,18.55,41.94,6
0,14,0,2,48,10.5,33.370000000000005,9
0,14,0,2,42,10.5,33.370000000000005,9
3,2,24,13,40,18.55,41.94,6
3,2,24,13,24,18.55,41.94,6
4,0,29,0,22,21.310000000000002,45.235,1
0,14,0,2,10,10.5,33.370000000000005,9
3,2,26,13,5,18.55,41.94,6
2,1,28,22,23,10.5,33.370000000000005,9
0,14,0,2,26,10.5,33.370000000000005,9
4,0,6,0,27,21.310000000000002,45.235,1
2,1,5,22,32,10.5,33.370000000000005,9
3,2,11,13,24,18.55,41.94,6
2,1,20,22,10,10.5,33.370000000000005,9
0,14,0,2,31,10.5,33.370000000000005,9
3,2,19,13,9,18.55,41.94,6
3,2,14,13,0,18.55,41.94,6
0,14,0,2,8,10.5,33.370000000000005,9
4,0,7,0,32,21.310000000000002,45.235,1
2,1,54,22,-2,10.5,33.370000000000005,9
3,2,11,13,43,18.55,41.94,6
0,14,0,2,18,10.5,33.370000000000005,9
3,2,9,13,40,18.55,41.94,6
2,1,47,22,34,10.5,33.370000000000005,9
3,2,17,13,11,18.55,41.94,6
3,2,21,13,17,18.55,41.94,6
0,14,0,2,28,10.5,33.370000000000005,9
3,2,26,13,13,18.55,41.94,6
3,2,22,13,13,18.55,41.94,6
4,0,6,0,13,21.310000000000002,45.235,1
2,1,12,22,7,10.5,33.370000000000005,9
0,14,0,2,26,10.5,33.370000000000005,9
3,2,23,13,18,18.55,41.94,6
3,2,53,13,14,18.55,41.94,6
4,0,7,0,16,21.310000000000002,45.235,1
3,2,24,13,24,18.55,41.94,6
3,2,32,13,7,18.55,41.94,6
3,2,10,14,33,18.55,41.94,6
0,14,0,2,12,10.5,33.370000000000005,9
4,0,7,0,18,21.310000000000002,45.235,1
4,0,31,0,21,21.310000000000002,45.235,1
6,0,44,0,20,21.310000000000002,45.235,1
4,0,7,0,18,21.310000000000002,45.235,1
3,2,30,14,20,18.55,41.94,6
0,15,0,2,30,10.5,33.370000000000005,9
0,15,0,2,34,10.5,33.370000000000005,9
0,15,0,2,26,10.5,33.370000000000005,9
0,15,0,2,41,10.5,33.370000000000005,9
3,2,17,14,7,18.55,41.94,6
3,2,13,14,7,18.55,41.94,6
3,2,15,14,8,18.55,41.94,6
2,1,20,22,8,10.5,33.370000000000005,9
4,0,7,0,16,21.310000000000002,45.235,1
1,5,34,9,17,7.67,33.370000000000005,8
4,0,8,0,24,21.310000000000002,45.235,1
3,2,23,14,23,18.55,41.94,6
0,15,0,2,40,10.5,33.370000000000005,9
2,1,39,22,7,10.5,33.370000000000005,9
3,2,16,14,12,18.55,41.94,6
3,2,20,14,10,18.55,41.94,6
3,2,21,14,12,18.55,41.94,6
3,2,20,14,7,18.55,41.94,6
3,2,9,14,13,18.55,43.345,6
4,0,6,0,14,21.310000000000002,45.235,1
2,1,28,22,12,10.5,33.370000000000005,9
0,15,0,2,7,10.5,33.370000000000005,9
4,0,31,0,9,21.310000000000002,45.235,1
3,2,21,14,9,18.55,43.345,6
0,15,0,2,40,10.5,33.370000000000005,9
3,2,32,14,11,19.86,43.345,6
3,2,26,14,6,19.86,43.345,6
3,2,42,14,47,19.86,43.345,6
4,0,8,0,14,21.310000000000002,47.21,1
0,15,0,2,9,10.5,33.370000000000005,9
3,2,13,14,32,19.86,43.345,6
4,0,7,0,25,21.310000000000002,47.21,1
4,0,31,0,32,21.310000000000002,47.21,1
0,15,0,2,47,10.5,33.370000000000005,9
3,2,34,14,58,19.86,43.345,6
3,2,35,14,30,19.86,43.345,6
3,2,36,14,20,19.86,43.345,6
0,15,0,2,38,10.5,33.370000000000005,9
0,15,0,2,0,12.35,33.370000000000005,9
3,2,19,14,2,19.86,43.345,6
3,2,21,14,13,19.86,43.345,6
2,1,4,22,43,12.35,33.370000000000005,9
4,0,31,0,20,21.310000000000002,47.21,1
2,1,18,22,34,12.35,33.370000000000005,9
2,1,12,22,21,12.35,33.370000000000005,9
3,2,27,14,29,19.86,43.345,6
3,2,16,14,10,19.86,43.345,6
3,2,40,14,23,19.86,43.345,6
4,0,7,0,21,21.310000000000002,47.21,1
0,15,0,2,32,12.35,33.370000000000005,9
0,15,0,2,7,12.35,33.370000000000005,9
0,15,0,3,9,12.35,33.370000000000005,9
2,1,4,22,6,12.35,33.370000000000005,9
2,1,4,22,34,12.35,33.370000000000005,9
2,1,12,22,20,12.35,33.370000000000005,9
2,1,39,22,30,12.35,33.370000000000005,9
0,15,0,3,14,12.35,33.370000000000005,9
3,2,25,14,8,19.86,43.345,6
4,0,41,0,18,21.310000000000002,47.21,1
2,1,18,22,9,12.35,33.370000000000005,9
4,0,6,0,40,21.310000000000002,47.21,1
3,2,10,14,22,19.86,43.345,6
0,16,0,3,40,12.35,33.370000000000005,9
3,2,21,14,9,19.86,43.345,6
4,0,6,0,18,21.310000000000002,47.21,1
3,2,37,14,49,19.86,43.345,6
3,2,20,14,32,19.86,43.345,6
0,16,0,3,31,12.35,33.370000000000005,9
0,16,0,3,20,12.35,33.370000000000005,9
3,2,14,14,41,19.86,43.345,6
3,2,24,14,29,19.86,43.345,6
0,16,0,3,7,12.35,33.370000000000005,9
3,2,23,14,8,19.86,43.345,6
2,1,4,22,2,12.35,34.980000000000004,9
0,16,0,3,42,12.35,34.980000000000004,9
3,2,26,14,34,19.86,43.345,6
2,1,54,22,5,12.35,34.980000000000004,9
4,0,7,0,24,21.310000000000002,47.21,1
3,2,22,14,28,19.86,43.345,6
2,1,39,22,8,12.35,34.980000000000004,9
0,16,0,3,29,12.35,34.980000000000004,9
3,2,13,14,7,19.86,43.345,6
3,2,24,14,18,19.86,43.345,6
3,2,21,14,28,19.86,43.345,6
3,2,15,14,23,19.86,43.345,6
4,0,35,0,48,21.310000000000002,47.21,1
4,0,31,0,14,21.310000000000002,47.21,1
3,2,23,14,11,19.86,43.345,6
3,2,21,14,19,19.86,43.345,6
0,16,0,3,43,12.35,34.980000000000004,9
3,2,24,14,34,19.86,43.345,6
0,16,0,3,0,12.35,34.980000000000004,9
0,16,0,3,26,3.415,18.575000000000003,10
3,2,32,14,6,19.86,43.345,6
0,16,0,3,7,3.415,18.575000000000003,10
2,1,12,22,17,12.35,34.980000000000004,9
0,16,0,5,30,6.27,18.575000000000003,10
4,0,8,0,33,21.310000000000002,47.21,1
4,0,27,0,17,21.310000000000002,47.21,1
4,0,7,0,34,21.310000000000002,47.21,1
3,2,10,14,31,19.86,43.345,6
3,2,14,14,6,19.86,43.345,6
3,2,14,14,15,19.86,43.345,6
3,2,25,14,20,19.86,43.345,6
3,2,17,14,44,19.86,43.345,6
2,1,18,22,5,12.35,34.980000000000004,9
0,16,0,5,28,6.27,18.575000000000003,10
0,16,0,5,18,6.27,18.575000000000003,10
0,16,0,5,42,6.27,18.575000000000003,10
0,17,0,5,6,6.27,18.575000000000003,10
3,2,25,14,1,19.86,43.345,6
3,2,25,14,31,19.86,43.345,6
3,2,24,14,7,19.86,43.345,6
3,2,32,14,9,19.86,45.235,6
0,17,0,5,12,6.27,18.575000000000003,10
2,1,18,22,19,12.35,34.980000000000004,9
4,0,6,0,24,21.310000000000002,47.21,1
3,2,16,14,11,19.86,45.235,6
3,2,33,14,8,19.86,45.235,6
3,2,20,14,6,19.86,45.235,6
3,2,36,14,21,19.86,45.235,6
3,2,34,14,19,19.86,45.235,6
3,2,37,14,22,19.86,45.235,6
0,17,0,5,35,6.27,18.575000000000003,10
3,2,14,14,29,19.86,45.235,6
0,17,0,5,37,6.995,18.575000000000003,10
4,0,7,0,36,21.310000000000002,47.21,1
4,0,48,0,32,21.310000000000002,47.21,1
3,2,19,14,11,19.86,45.235,6
2,1,39,22,49,12.35,34.980000000000004,9
0,17,0,5,27,6.995,18.575000000000003,10
3,2,34,14,0,21.310000000000002,45.235,6
3,4,14,15,23,21.310000000000002,45.235,6
3,4,9,15,0,21.310000000000002,45.235,6
3,4,21,15,16,21.310000000000002,45.235,6
6,0,44,0,38,21.310000000000002,47.21,1
2,1,12,22,48,12.35,34.980000000000004,9
3,4,24,15,19,21.310000000000002,45.235,6
0,17,0,5,47,6.995,18.575000000000003,10
0,17,0,5,24,6.995,18.575000000000003,10
3,4,17,15,33,21.310000000000002,45.235,6
3,4,20,15,11,21.310000000000002,45.235,6
3,4,24,15,47,21.310000000000002,45.235,6
3,4,25,15,14,21.310000000000002,45.235,6
0,17,0,5,35,6.995,18.575000000000003,10
4,0,26,0,23,21.310000000000002,47.21,1
2,1,12,22,9,12.35,34.980000000000004,9
3,4,30,15,20,21.310000000000002,45.235,6
0,17,0,5,2,6.995,18.575000000000003,10
3,4,24,15,19,21.310000000000002,45.235,6
3,4,42,15,6,21.310000000000002,45.235,6
3,4,37,15,17,21.310000000000002,45.235,6
0,17,0,5,28,6.995,18.575000000000003,10
3,5,37,15,20,21.310000000000002,45.235,6
3,5,9,15,33,21.310000000000002,45.235,6
0,17,0,5,20,6.995,18.575000000000003,10
4,0,35,0,0,21.310000000000002,47.21,1
3,5,16,15,8,21.310000000000002,45.235,6
4,0,8,0,1,21.310000000000002,47.21,1
0,17,0,6,1,6.995,18.575000000000003,10
3,5,12,15,24,21.310000000000002,45.235,6
3,5,53,15,39,21.310000000000002,45.235,6
0,17,0,6,21,6.995,18.575000000000003,10
3,5,24,16,39,21.310000000000002,45.235,6
6,0,44,0,11,21.310000000000002,47.21,1
3,5,9,16,22,21.310000000000002,45.235,6
0,17,0,6,17,6.995,18.575000000000003,10
3,5,21,16,30,21.310000000000002,45.235,6
3,6,21,16,8,21.310000000000002,45.235,6
0,17,0,6,28,6.995,18.575000000000003,10
0,17,0,6,0,6.995,18.575000000000003,10
0,17,0,6,7,6.995,18.575000000000003,10
4,0,35,0,19,21.310000000000002,47.21,1
3,6,24,16,14,21.310000000000002,45.235,6
0,17,0,6,0,6.995,18.575000000000003,10
3,6,19,16,24,21.310000000000002,45.235,6
0,18,0,6,11,6.995,18.575000000000003,10
0,18,0,6,14,6.995,18.575000000000003,10
0,18,0,6,12,6.995,18.575000000000003,10
0,18,0,6,22,6.995,18.575000000000003,10
3,6,25,16,20,21.310000000000002,45.235,6
0,18,0,6,35,6.995,18.575000000000003,10
0,18,0,6,16,6.995,18.575000000000003,10
3,6,32,16,26,21.310000000000002,45.235,6
0,18,0,6,17,6.995,18.575000000000003,10
4,0,8,0,41,21.310000000000002,47.21,1
3,6,24,16,31,21.310000000000002,45.235,6
4,0,31,0,26,21.310000000000002,47.21,1
3,6,20,16,32,21.310000000000002,45.235,6
0,18,0,6,10,7.67,18.575000000000003,10
0,18,0,6,34,7.67,18.575000000000003,10
4,0,8,0,39,21.310000000000002,47.21,1
3,6,19,16,19,21.310000000000002,45.235,6
0,18,0,6,10,7.67,18.575000000000003,10
0,18,0,6,10,7.67,18.575000000000003,10
3,6,16,16,40,21.310000000000002,45.235,6
4,0,26,0,0,23.0,47.21,1
4,0,26,0,14,23.0,47.21,1
3,6,24,16,8,21.310000000000002,45.235,6
0,19,0,6,0,7.67,18.575000000000003,10
2,1,52,22,8,12.35,34.980000000000004,9
2,1,47,23,20,12.35,34.980000000000004,9
2,1,18,23,6,12.35,34.980000000000004,9
0,19,0,6,40,7.67,18.575000000000003,10
4,0,6,0,11,23.0,47.21,1
3,6,20,16,33,21.310000000000002,45.235,6
3,6,16,16,13,21.310000000000002,45.235,6
0,19,0,6,21,7.67,18.575000000000003,10
3,6,33,16,4,21.310000000000002,45.235,6
3,6,15,16,20,21.310000000000002,45.235,6
0,19,0,6,30,7.67,18.575000000000003,10
0,19,0,6,4,7.67,18.575000000000003,10
3,6,11,16,15,21.310000000000002,45.235,6
3,6,34,16,20,21.310000000000002,47.21,6
0,19,0,6,0,7.67,18.575000000000003,10
3,6,15,16,12,21.310000000000002,47.21,6
3,6,15,16,23,21.310000000000002,47.21,6
4,0,27,0,12,23.0,47.21,1
0,19,0,6,30,7.67,18.575000000000003,10
3,6,25,16,0,21.310000000000002,47.21,6
0,19,0,9,26,7.67,18.575000000000003,10
0,19,0,9,4,7.67,18.575000000000003,10
0,19,0,9,42,7.67,18.575000000000003,10
4,0,7,0,39,23.0,47.21,1
